n,r,network_nr,network,gene_tree
40,15,31,"(((((t21,t27),((#L,(t19,(t39)#I)),(#J,t6))),(#G,((((t15)#M,(#B,(t7,t36))),((((((t37)#K,t30),t20),t14),t26),(t1,(t33)#L))),#H))),((#E,(#A,(t2,((#I,(t5,t25)))#H))),(#C,((((#D,(((#O,((t28,#M),(((t29,(t12)#J),(((t34,(t18)#B),(t10,(t22)#E)))#D))#C)),(#N,(((#K,t9))#O,t4))),#F)))#G,(t8,t17)),((t35,t3),(t11,(((t40,(t23,(t13)#F)))#N,t32))))))),(((t38,t31),(t24)#A),t16))","(((t38,t31),(t16,t16)),((((((t37,t9),(t4,(t40,(t23,t13)))),(((t18,t34),(t22,t10)),((t22,t10),(t34,t18)))),((t25,(t5,t5)),((t36,t7),((((t30,t20),t14),t26),(t1,t33))))),((t6,t19),(t21,t27))),((((t12,t29),((t32,t11),((t3,t3),t35))),(t17,t8)),t2)))"
40,15,32,"(((((t36,((((t16,(t2)#D),(#D,(#O,(#F,((t34,t6),t19))))),(t7,(t5,(t33)#A))),((t29)#B,(#E,(((t24,(t40)#C),(#I,(t18,t1))),(#H,(#N,((t35,(#C,(t3,((t30,t32))#J))),(t23,(t26)#M))))))))),(((#J,(t4,((t39,((t10,(t38)#K))#H))#N)),(#G,(t25,t14))),(((#M,t21),(#B,t28)),(#A,((((t27)#I,t15),((t37,((t22,(t13)#G),t11)))#F),(t17)#L))))),#L),((t9)#O,t12)),(#K,((t8)#E,(t20,t31))))","(((t31,t20),t8),((((((t4,t25),t14),t17),((((((((((t10,t38),(((t39,t35),t39),t29)),((t40,t3),t32)),(t23,t23)),(t24,(t18,t1))),(t37,(((t13,t11),(t2,t16)),(t6,t34)))),(t5,t7)),t19),(((t28,t21),t26),(t33,(t15,t27)))),(((t9,t12),(((t33,(t15,t27)),((t28,t26),t21)),((((t14,(t25,t14)),t25),t4),((t14,t25),t4)))),(((((t29,(t24,(t18,t1))),((t38,t10),(((t23,t35),(t40,((t3,t30),t32))),t39))),(t7,t5)),((t29,(((((t38,t10),t39),(t1,t18)),t23),t24)),((t40,(t3,(t32,t30))),t35))),((t6,t34),(((t37,(t13,t22)),t11),((t2,t19),t16))))))),(t9,t12)),(t17,t17)))"
40,15,33,"(((#M,(((((t8,t40),(((t6,((#N,(t5,((t36,t30))#N)))#C),(#A,t15)),#H)),(#G,(t9,(t31,#L)))),(#J,((((t1)#L,(t3,(t25)#E)),(#B,(t23,(#D,t20)))),(#C,((t19,(t29)#I),(t27,((t11,t37),((((((t22,t24),(t7)#M),((t26,t17))#F),t34),((t32,t38))#K))#O))))))),(((t10,t16),t12),(#E,(t39,#I))))),((((#K,((t4,(#F,t33)),(t2)#J)),(((t18,(t13)#D),(t21)#B))#G),(t35)#H),#O)),(t28,(t14)#A))","((t14,t28),((t4,t33),(((((t39,t29),t12),t2),(((((t25,t3),t1),(t27,(((t19,((t37,t11),(t38,(t32,((((t24,t22),t7),t34),(t17,t26)))))),t27),((t11,t37),((t34,((t17,t26),((t22,t24),t7))),(t38,t32)))))),((t9,t31),t18)),(t40,(t15,(t6,((t30,t36),t5)))))),((t23,t21),t13))))"
40,15,34,"(((((t38)#L,(#N,(t35,(t27)#M))),(((((t18,(t20)#B),(t4,(#O,t5))),(t1,#G)),#J),#M)),(#A,t21)),((#H,((#D,(((t24,(t17,(t15)#G)),((t30,(t11)#D),((t28)#J,((t23,t14),#E)))),(#F,((t22,t40),(t10,(((((t8,((t29,(t33)#A),(t13)#E)))#K,(#L,(#I,(t39,((t25,t16))#O)))),((#C,(((t36,((t37,((t31,t2))#I))#F),t34),t9)),#K)))#H))))),(#B,(t26,((t12,t3))#N)))),(((t32,t6),(t7)#C),t19)))","((t6,t32),(((t26,t26),(t11,((t30,((((t17,t15),t24),((t17,t15),t24)),((t17,t15),t24))),(t10,(t40,t22))))),((((((t38,t39),(t31,t2)),t34),(t37,t36)),t9),(t8,(t29,t13)))))"
40,15,35,"(((((#L,(#B,(#E,(t32,(t29,(t10)#K))))),((t3,((((((#H,t39),(((t37,t28),((t23,t4))#L))#E),((t5)#J,(t12,(t24)#D))))#O,t21))#N))#A),((#F,(#N,(#A,((((t34,((t31,((#K,t6),(t36)#H)),(t35,#M))),t15),t27),((((t8,t25),t30),(#J,t20)),((((#I,t19),(#G,t11)),((t16,((t13,(t17)#G))#B))#C),(#D,t14))))))),(t2)#M)),(#O,(#C,((t38,(t18,t9)),((t33,(t26)#I),(t7)#F))))),(t22,(t40,t1)))","((t22,(t1,t40)),((((t26,t33),(t9,t18)),(t38,t38)),(t7,(((((t24,t12),t5),(t36,t39)),t21),(((t27,((((t34,t35),t2),(t31,t31)),t6)),t15),((t3,((t23,t4),(t10,t29))),((t23,t4),(t37,t28))))))))"
40,15,36,"(t22,(((t32,(t39)#A),(#A,t34)),(((#N,((#I,((#K,(#J,t6)),(#H,((((t2,(t9)#K),t10),t40),(((((t14)#L,(#C,(t28,t16))),(#D,((((t21,(t19)#C),(t30)#B),(t4)#D),((t29,(t17)#J))#F))),((t13,(t8)#E),(t1,(#B,t3)))),(t23,(t11)#O)))))),(#E,((#G,(t38,((t27,t12),(t5)#I))),#L)))),(((((t7,(t25)#N),(#M,(t36,(#O,(t31,(t35)#M))))))#H,((t37,t24),t20)),((t33)#G,(t15,(#F,t26))))),t18)))","((((t8,((t38,t25),(((t17,t6),t9),((((((t14,(t16,t28)),((t21,t19),t4)),(((t3,t30),t1),t13)),(t10,t2)),(t23,t11)),(((t7,t7),(t35,t31)),t36))))),(((t15,t26),t29),(t20,(t37,t24)))),(t32,(t34,(t39,t39)))),t22)"
40,15,37,"((((((t31,(t25)#I),(t1,#F)),((#O,t6))#H),((#D,(#J,((t22,(t3,t19)),(#C,(t29,(#M,((t2,t12),(t20,(t15,t7))))))))))#N),(#N,((t10,((((t32,((t38,(t21)#G))#L),(((t33,(t11)#C),(t28)#F),#E)),#H))#D),(#A,((#G,((((t16,(t23)#B),(t24,t39)),(t40,t34)),(t14,((t37,(t13)#K))#O))),(t35)#M))))),(#L,(t4,(((#K,(t30,(t26,(t8)#A))),(#B,t18)),((t36,(#I,((t9)#E,t17))),(t27,(t5)#J))))))","((t4,((((t36,t5),((t9,t17),t25)),t27),(((t30,t30),t26),t23))),((t1,t31),((t10,(((t35,(((t14,t16),t34),t40)),(t39,t24)),t8)),(((t19,t3),t22),((((t11,t33),t28),((t21,t38),t32)),(((t37,t6),t6),((((t2,t12),t20),(t15,t7)),t29)))))))"
40,15,38,"(((((t21)#O,t16),t3),t9),(#K,(((t35,(t32)#E),(#I,(((((t29,(#D,t19)),((((t7,(t10)#N),(#L,(t25,#N))),(t22)#L),(#C,((t27)#G,t15)))),#O))#I,(#F,(((((t34,t31))#D,t30),((t26)#H,(t36,t38))),(((t4,(t39)#B),t12),(#G,((t6,(t24,(#M,(#J,(t18,(t28)#A))))),(((t11)#M,t40),(t13)#J))))))))),((t23,(t17,(#H,(#A,(t20,(t33)#C))))),((((t1,((t5,(#B,t2)),#E)))#K,(t37,(t14,t8))))#F))))","((((t9,(t16,t21)),t3),((t9,t3),(t16,t21))),((((((t8,t14),t37),(t1,(((t39,t2),t5),t32))),(((t28,t20),t17),t23)),((((t31,t34),((t36,t38),t26)),((t12,t4),((t6,(t13,(t40,t11))),t18))),((t29,t19),((t7,t25),(t33,(t27,t15)))))),t35))"
40,15,39,"(((((((t35,((#F,t34),#H)),((#M,(t17,t3)),(((t29,#G),(t10)#E),((((t22,t32),(t40)#C),t28))#K))),((#A,(t20,(#K,((t4,#O),(t7)#G)))))#N),(((t21,(t37)#J),(t13,((#J,t19))#B)),#L)),((t26)#O,t1)),#I),((((t24,(t36)#D),((t6,t23),(t27)#H)),(#C,((((t15,t39),(t25,(t5)#L)),((t16,(t18)#F),(#D,(#B,(t12,(t11)#A))))),(#E,(((t33,t8),((t38,(t31)#I))#M),(t30,t14)))))),(#N,(t2,t9))))","(((((((t8,t33),(t14,t30)),t10),((t16,(t36,(t12,t19))),((t15,t39),t25))),t40),((t24,((t23,t6),t27)),(t2,t9))),((t26,t1),((t5,(t13,(t37,t21))),(((t34,t18),t35),(t29,((t31,t38),(t3,t17)))))))"
40,15,40,"((((((t8,(t27)#O))#M,(#B,(#I,t36))),(t19,#O)),((t15,(#A,(#C,(#H,(((t40,(t39)#C),((t34,((t38,((t14,t24))#N))#H))#L),t26))))))#G),(((((t32,t6),t37),(#L,t7)),((((t13,(t18,((#E,((t1,t16),(t23)#F)))#B)),#M),(((((t12,(t17)#I),(t33,t35)),((t2,(t11,((#J,(t3,(t30)#E)))#A)))#K),(#N,((((t31,t10),t5),(t29)#D),(((t20,t21),(#F,(t4,(t25)#J))),t9)))),#K)),(#D,(t22,t28)))),#G))","(((t15,((t19,t27),(t36,t17))),(t40,(((t39,t38),t34),t26))),((t28,((t8,t8),((((t11,((((t31,t10),t5),t29),(((t21,t20),(t25,t4)),t9))),(t14,t24)),(t2,((t33,t35),t12))),(t13,(((t18,(t1,t16)),t23),t30))))),((t37,(t32,t6)),t7)))"
40,15,41,"((t36,(t35)#I),(#I,(#H,((#C,((((((t13,(t2,t14)),(t32,(t15)#K)),t1),t29))#H,(#D,t16))),(((#K,((((t24,((t34)#M,t21)))#L,t3),(((t26,(t9)#F),(#N,((t6,(t4)#B),(t5)#D))))#C)),(((t18)#G,t17),(((((((t19)#O,t25),#G),(#B,(((#A,t11),(t23)#A),(#O,((t28,t33),(t39,(t8,(t10)#E))))))))#J,(t31,(t27)#N)),t12))),(((t40,(t38,(#F,(#J,t20)))),(#M,(#E,((t30,t7),(t37,t22))))),#L))))))","((t36,t35),((((t40,(t20,t38)),((((t7,t30),t37),t22),t10)),((((t6,t4),t27),((t16,t5),(t5,t16))),((t1,t1),((t13,(t32,(t32,t32))),t29)))),(((t3,t3),t15),((((((t33,t28),(t39,t8)),(t23,t11)),((t18,(t19,t25)),t31)),t12),t17))))"
40,15,42,"(((t31,(t21)#L),t17),((((t32)#E,t12),((((#B,(((t39,(t22)#F),(#K,(t38,t13))),(#C,((#J,((t35,t23),#G)),(#I,((t6,((t27,t7))#K),(t10)#D)))))),((t14,(#D,(t9,t16))))#O),(#F,(#H,(t11,t19)))),((((t4,(#A,(t34,((#N,((t24)#M,t20)))#I))),(t36)#B),(((t29,((((t33)#J,t2),(t5)#C),#M)),#L),((t28,(t25)#G))#A)),(((t3,t37),(((t40,(t15,(#E,t8))),((t1,t18))#H),(t26)#N)),t30)))),#O))","(((t31,t21),(t17,t17)),((t32,t12),((t14,(t16,t9)),((((t29,(t2,t5)),(t28,((((t20,t26),t24),t34),t4))),((((t8,t15),t40),(t37,t3)),t30)),(t22,(((t19,t11),(t18,t1)),(t36,((t39,(t13,t38)),((t33,(((t6,(t27,t7)),t10),(t23,(t35,t35)))),t25)))))))))"
40,15,43,"((((t10,t12),(t31)#F),((t1,((t7,t2),(#G,(t3,(t21,(t11)#G))))),#N)),(#O,(((((t30,(t35)#C),((#L,(((((((t8,(t13)#N),(#F,t32)),((t34)#K,t20)),(t6)#H),(t27,t38)),(t25,t17)),#E)))#O),(t33)#D),t5),(#J,(#M,(((t40)#E,(#B,((t23,(t14)#B),(#C,((t28,(t36,t26)),(t15)#M))))),(((t37,((#A,(t9,(t29)#A)))#I),((t16,(#K,t18)),(#H,(t24,(t19)#L)))),((#I,(t22,(#D,(t4,t39)))))#J)))))))","(((t13,(t1,(((t21,t11),t3),(t7,t2)))),((t10,t12),t31)),(((((t35,t30),t5),(t23,((((t28,(t36,t26)),(t14,t14)),t40),((t9,t29),((((t16,t18),t34),(t6,t24)),(t37,(t4,(t22,(t33,t39))))))))),t15),((t17,t25),(((t27,t38),((t32,t8),t20)),t19))))"
40,15,44,"((((((t30)#H,t31),#M),((t38,t28))#J),(#A,(((((t32,(#O,(#I,(((t29)#O,t22),(t34,(t37)#I))))),(t25,(t20)#L)),t21),(#L,((t27,(t4)#M),(t12,t7)))),(((#H,(t5,(#C,t6))),(#B,(t24,((t11,(t35)#K))#D))),(#J,(#D,(#E,((t2,t39),(#F,(t16,((#N,t15),#K))))))))))),(((t33,(t3)#B),((t9,((((t19,(t18)#N),(t14)#C),(t1)#G))#A),t26)),(#G,((t17,t8),(((t36,(t13)#E),(t40,t10)),(t23)#F)))))","(((t33,(t26,t26)),t9),(((((((t32,((t22,(t37,t34)),t29)),t21),t25),(t20,((t12,t7),t27))),((t13,((t2,t39),(t23,t23))),(((t24,t11),t3),((t30,(t5,(t6,t14))),((((t5,(t14,t6)),t30),(t24,t11)),t3))))),((t4,t31),((t28,t38),(t28,t38)))),(((t18,t19),t1),t1)))"
40,15,45,"((#J,(#B,(((t6,(t35)#E),(((t4,((t19,(t10)#C),(#A,t28))),((t20,t26))#K),t38)),((#D,(#H,((t11,(t23,t18)),(((((((t15)#L,(#C,t24)),(t27)#H),#N))#G,((t33,t12),((t29,((t30,(t21)#F))#I),(#K,(t5,(t22)#A))))),(#G,((t40,t9),(((t7,(#O,(t13,(t32,t8)))),(t39,t17)),(((t14)#M,t37))#J))))))),(t25,((#M,(((#L,t31),(#F,(#I,t36))),#E)),((t1,((t16,(t2)#D))#O))#B)))))),((t3)#N,t34))","(t27,((t38,t1),(((t35,t6),(((t28,((t10,t19),t4)),t4),(t28,(t19,t10)))),(t1,(((t14,(((t36,t30),t21),t25)),(t31,t15)),((((((t3,t24),(t40,t9)),(t37,(t17,((t39,t7),((t8,(t32,t13)),t16))))),(((((t33,t12),(t5,t26)),t29),t20),t22)),((t23,t18),t11)),t2))))))"
40,15,46,"((((((((t34,(t31)#G),((t28,(t12)#N),t7)),t40),(#B,(#G,(((#K,((#J,t9),(t36)#D)),(#A,(((#H,(#M,t26)),((t14,((t16,(t8)#O),#N)))#A),((t11,t6))#H))),((t25)#L,(#D,((t17,((t29,t32),t5)),#I))))))),(t21,t2)),(((t27,(t22,#F)),(((#L,t35),(#O,((t39)#F,t3))),(#C,t4))),(t10,((t20,(t37)#I))#B))),t38),(((((t24)#M,t1))#K,(#E,(t33,(t18)#C))),(t30,(((t23,(t13)#E))#J,(t19,t15)))))","((((t18,t33),(t33,t18)),(((t15,t19),(t13,t23)),t30)),((((t27,(t39,t22)),(t4,(t8,(t35,t3)))),(t10,t20)),t38))"
40,15,47,"(((((((t7,((t35)#N,(#B,t36))),((t13,(t24)#F),((#I,(t15,(t4)#I)))#C)),(((t5,(#G,t28)),((((t38,t17),(#M,t26)),#K))#H),((t6,(t23)#G),#J))),t37),((t39,((#F,(t1,(t19)#M)))#K),(t9,(t32)#B))),((t34,(t10)#A))#O),(#O,(((t3,(t29)#D),(t2,(t8,(#D,(t31,(#C,t12)))))),(#H,((t14,t21),(((t40,(t25)#J),(#A,(t11,((t20,(#E,(#N,t30))),(t22,t16))))),(#L,(((t18,(t33)#E))#L,t27))))))))","(((t19,t26),(t17,t38)),((t34,((((t10,(t27,t18)),(t11,(((t33,(t35,t30)),t20),(t16,t22)))),t25),((t14,t21),(t40,(t25,((t27,t18),(t10,(t11,((t22,t16),(t20,(t33,(t35,t30)))))))))))),((((t31,(t12,t8)),t2),(t3,t29)),t34)))"
40,15,48,"(((#F,((((t25,(t35,(t22)#O)),((t15,t39),t29)),(((t3,((#K,(((t26,(#O,t28)),(#L,t14)),(t20)#M)))#E),(t2)#I),(#A,t12))),(((t24,t19),(t40,t11)),(#B,(#M,(t30,(t16,(t18)#G))))))),((t23,((t37,(t4)#L),((t9,(t5)#B))#A)))#F),(#C,(#N,(#J,((((t7,(t17,((t13,(t34)#J),(t31)#H))),((#E,((t38,t1),t32)))#D),((t36,(t6)#N),(t33,(#H,t21)))),((t10,(t8)#K),((#D,(#I,(t27,#G))))#C))))))","((((t23,((t12,(t5,t9)),((((t26,(t28,t22)),(t14,t4)),t3),t2))),(t29,(t39,t15))),(((t30,(t16,t18)),t20),(t24,(t19,(t40,t11))))),((((((t32,(t38,(t1,t1))),((t13,t34),t17)),t7),((t33,(t6,t36)),t21)),t31),((t27,(t10,t8)),((((t10,t8),t27),((t10,t8),t27)),((t36,t6),((((t32,t1),t38),(t17,(t13,t34))),(t33,(t21,t31))))))))"
40,15,49,"(((((#G,(t18,t9)),((#H,(t32,(#E,(#J,(#A,(#N,(#F,t20))))))))#G),((((t26,t22),(#B,(((t37,t3),(((t23,(t14)#M),(t4)#E))#B),(((#L,(t31,(#C,t27))),(t24)#L),((t15,t36))#F)))),(t10,(#K,(t33,(t21,(t7)#J))))),(t12,(t30)#A))),((#O,t40),((((t11)#K,t25),((t17,(t5)#D),(#I,t29))),((t38,(t28)#C),(((t39,(t34)#I),(#D,((t13)#O,(t19,(t6)#N)))),#M))))),((((t1,t8))#H,t2),(t35,t16)))","(((t35,t16),(t8,t1)),((t40,((t25,((t5,t17),(t29,t34))),(((((t14,t39),(t6,t19)),t13),(t28,t38)),(((((t13,t6),t19),t39),t14),(t28,t38))))),(((t9,t18),(((((t24,((t27,t27),t31)),(t15,t36)),t23),(t26,t22)),((t10,((t11,(t21,t7)),t33)),(t12,t30)))),(t20,(t4,t32)))))"
40,15,50,"((((t20,(((((t27,(t36)#E),(t3,#H)),((t37,(t38,t15)),(t17)#I)),(t22)#J))#A),((((((t12,t2),t25))#K,(#C,((t30,(t33,(t34)#O)),t1))),#I),#G)),#O),(((#L,(((((t10,t18),t40),t5),((t31,(t21)#C))#B),((((t23,t39),(t16)#D),(#E,t26)))#M)),(#A,(t35,t11))),(#K,(t32,(#F,(#M,(((t7,(t29)#L),(#B,t13)),((#D,(((t14,(((t28,(t9)#N),(#N,t4)))#H),(#J,(t24,(t19,(t8)#G)))),t6)))#F)))))))","(((((t5,(t18,t10)),t40),(t11,t35)),((((t31,t21),t13),((t29,(t7,t29)),t7)),t32)),(((t8,t17),(((t2,t12),t25),((t33,t30),t1))),(t34,(t20,(((t38,t37),t15),(t27,(t3,(t4,(t28,t9)))))))))"
60,20,1,"((((#J,(#T,(t15,((((t13)#M,(t44,(t27)#S)),(t29)#O))#I))),(t22)#P),(#B,((t49,(t16)#T),(t45,(t37,t35))))),(#K,((#E,t39),(((t30,(((((#O,t36),(t19)#E))#K,(#C,(t18,t2))))#B),t50),(((#P,(#D,t57)),((t11,(t59,t41)))#L),(#N,(((((#L,(((t58,(t25)#G),((t43,t12))#C),(t28,t8))),(#H,(t7,(t6,t51)))),(t26,(t48,((t3,t60),#F)))),((((t33,(t52,(t32,t42))),(t40)#R),(((((t5,t24),(((#S,t31),#M),((t17,(t20)#A))#F)))#Q,((t1,t46),#I)),(#A,((((t4,(((t34,(t9,(t23)#N)),(t53,(t14,t54))))#H),(t56,t55)),(((t47,(t38)#D),#Q),(t10)#J)),#G)))),#R)),t21)))))))","((((t18,t2),(t15,t15)),(t49,t16)),(((t19,t39),((t30,t50),((((((t41,t41),t59),t11),t57),t22),(t21,(((((t26,(((t3,t60),t48),(t17,t20))),t40),t7),((((((t24,(t13,t31)),t5),(t46,(((t44,t27),t29),t1))),(t47,t38)),((t25,t10),((t56,t55),t4))),((t52,(t32,t42)),t33))),(((t6,t6),t51),((((t12,t43),t58),(t8,t28)),(((t14,t54),t53),(t34,(t9,t23)))))))))),t36))"
60,20,2,"(((((#T,(((t51,t17),t9),(#A,((((t15,t26),(t8,((t19,t47))#B)))#N,((t41,t54),((t1,((#L,t21))#D))#F))))),(#G,((((((((((#C,t35),(t50)#C),(t43,t10)),t52),t29),#P),(t58,(t48)#E)),#S),(t13,((t49,(t27)#M))#A)),(((t7)#L,(t38,(((t44)#P,t56),((t20,t11))#G))),((t24,(t40)#H))#S)))),(#F,(t23,(((t12,(t60)#J),(t42)#I))#K))),(#M,(#E,(#R,(t22,(((t6,((t2,t3))#O),(((#N,((t18,t45),((t4,t14))#R)),(t55,#J)),t36)),((#O,((((t33,(t25,t32)),t39),(#D,(t37,(#B,(t31,(t46)#Q))))),t53)),#I))))))),((t30,(#K,t5)),(#H,((t16,t59),(((t57,t28),(#Q,t34)))#T))))","(((t59,t16),(t30,t5)),((t23,(t12,t42)),(((t4,t14),t48),((((t34,t46),(t57,t28)),(((t9,t51),t17),((t27,t49),(((t41,t54),(t1,t1)),((t15,t26),t8))))),((((t38,(t11,t20)),t7),(t24,t40)),(t13,(((((t10,t43),(t35,t50)),t52),t29),t58)))))))"
60,20,3,"(((((((t14,t21),(t49)#O),((((t40)#D,t35),t59),((t45,((t29,(t18)#S))#L),((t6,((t4,(#P,(t23,(t9,t36)))))#F),(t11)#K)))),t25),((((((t54,(#D,t52)),(t16)#G),(t46,t15)),(#J,(t32,t33))),(#H,((t30,((t50,t8))#B),(#M,(((t39,(t44)#P),(t5)#A),#O))))),(#E,(((t42,((t34,t28))#N),((t3,t10),(((t22)#I,t43),(t37)#M))),(#F,(#G,t26)))))),#R),(#N,((((t48,(t31,t2)),(((t53)#T,t41),t17)),((((#I,t12),((#Q,(t7,(t19)#Q)))#H),(#B,(#L,(((t1)#J,(t55,#S)),((t47,((t38,t13))#C),(#C,(t27,((t60,t56),(#A,((t51,(t24,t20)),#T)))))))))))#R),((t58,(t57)#E),#K))))","((t11,t58),(((t48,t31),t2),((t48,((t31,t2),t2)),((t41,t17),(t41,t41)))))"
60,20,4,"((((t29,t36),((t56,(((#D,(#L,(t19,((t18)#G,t15)))),((#J,t24))#F),#K)),((t32,t48),(((t11)#Q,(t8,t35)),((t39,(t13)#A),#P))))),(#F,((((t54)#M,((((t2)#I,t47),(((#S,t31),((t34,t26),#G)),t60)),t59)),((t46,(t37,(((((t53,(t43)#K),(t21,t52)))#O,t28),((((t41,(t38)#T),#O),(t33)#S),#I)))),(((((t20,(t16)#E),(#H,t58)),(t17)#P),(t6,(t12)#R)),((t45,t42),((((t30,(t49)#L))#H,(#A,t51)))#C)))),((t40,((t50)#N,t1)),(#M,(#N,(#T,(((t14,(t25)#J),t27),t3)))))))),(((t7,t23),(((t10,t55),(t44,#R)),((((#E,t57),(t5)#D),#Q))#B)),(#C,((t4,t9),(#B,t22)))))","(((t51,((t57,(t4,t9)),t22)),(t23,(t7,((t55,t10),(t12,t44))))),(((t36,t29),((t48,t32),((((t35,t8),t11),((t39,t13),t17)),(t56,(t5,(t49,(((t18,t15),t19),(t19,(t18,t15))))))))),((t25,t24),((t1,t40),(t50,(t3,(t27,t14)))))))"
60,20,5,"(((#G,((((t38,t24),(#B,t26)),(t57,(t29,(t32,(t58)#P)))),((t42,(t2)#J),((t23,t59),(#Q,t25))))),(((#T,((((t9,(t41,#M)),(#E,(((t1,t6))#N,((#N,((t28)#Q,t36)),t18)))),((t44,(((t20,(t33,(t55)#K)),(#F,(t11,((((t60,(#I,t14)),(t39)#R),#O))#L))),(((t35,(t19,#K)),(#D,((t16,t21),(t3)#M))),t7))),((t17,((t27,t47))#G),(#L,(#C,(t50,(t52)#I)))))),(((((t30,t48),((t13,(t4)#C),(((t53,(t31)#D),(t49)#E))#F)),((t37,t12),t10)),((t34,(t46)#B))#A))#H)),(#H,(#S,(((t54)#T,(#R,t43)),((#P,t40))#S)))),(#A,(t45,t5)))),(t51,((t15,(t22)#O),((t56,t8),#J))))","((t15,((t56,t8),t51)),((((t40,(t43,t39)),(((t34,t46),(t45,t5)),((((t9,t41),((t6,t1),(t36,t18))),(((((t17,t27),t47),(t22,(t14,t60))),(t50,t52)),((t44,t44),(((((t21,t16),((t35,(t19,t55)),((t55,t19),t35))),(t3,t3)),t7),((t11,t20),t33))))),(((t30,t48),(t13,t4)),((t12,t37),t10))))),t54),((t42,t2),(((t24,t38),t26),(((t32,t29),t58),t57)))))"
60,20,6,"(((#S,t11),((((((t14,(t9)#T),(#P,((#J,(t16,(#M,t10))),(t37)#F))),((t40,t54),(#R,((((((#Q,t41))#K,t38),(t17,t7)),t8),((#N,((t32,(t52)#L),(t22,t44))))#O)))),((#L,(t2,((#C,((#E,((#K,t42),(t55)#I)),((t25,t29))#E)))#D)),(#A,((t26,t30),t1)))),((t24,t59),(#B,((t47,t35),(((t45,#G),(t15,t39)))#P)))),#O)),(((((t50,(t58,#I)),((t12,(t20)#N),((((t36)#Q,t56),((t43,t48))#J))#H)),((((t34,(t60)#G),t23),((t57,((t4,t3))#B))#C),((t19,t27))#S)),(t6,t31)),(#T,((#F,(t13,((t53,t33),(t21,(t28,t51))))),((((t5,(t46)#M))#R,(#D,(t18,(t49)#A))),#H)))))","((((t47,t35),(t59,t24)),((((t32,t44),t22),t20),t11)),(((((t60,t34),t23),((((t48,(t43,t43)),(t56,t36)),(t58,(t55,t50))),t12)),((t18,(t42,(((t4,t3),t57),(t29,t25)))),(t37,(t13,((t33,t53),(t21,(t28,t51))))))),t31))"
60,20,7,"(((((t18,t5),((t51,((t29,(t1,((t22,t7))#O)))#L))#M),(t16,t39)),((((t21,(((t55,t6),(t56)#C),t19)),(#P,((#I,(((((t31,(t24)#P),(#J,(#Q,((t32,t42),(t49)#T)))),(t36,(t25)#K)),(((((((t13,(t30,(t33)#F)),(t43)#G),(t4,((t45,t8))#N)),(t17)#J),(#D,t50)),t46),t27)),(#A,(((((#F,(#H,(#L,t59))))#R,((((t44,((t15,((t38,t54))#Q))#H),(#E,t57)),((t53,(t28)#D))#B),#G)),(#B,(t34,t11))),(#C,((t47)#S,(t58,((t60,t48),(t37,t41))))))))),(((((t14,t20),t35),t52),t12),((#S,(#R,(t2,((t9,(t23)#A),((#T,t10),(t40)#E))))))#I)))),#M),#N)),((t3,(#K,t26)),#O))","((t26,t3),(((t45,t8),((((((t56,(t56,t55)),t6),t19),(t19,((t56,t56),(t55,t6)))),t21),(((t52,(t20,t14)),t12),(((((t59,t33),t15),t15),(t2,((t40,t10),(t23,t9)))),(((t34,t11),(((t53,t28),(t44,t57)),((t53,t28),((t57,t44),(((t28,t28),t53),(t57,t44)))))),((((t48,t60),t58),(t37,(t41,t41))),(t24,((t27,((t50,((t17,((t30,t13),t43)),t4)),t46)),((t49,(t25,t36)),((t32,t42),(t31,(t54,t38)))))))))))),((t5,t18),(t16,t39))))"
60,20,8,"(((((t46,t33),(#C,(#B,(t56,(t52)#E)))),(t27,((t16,(t2,(t30)#R)),(t6)#O))),(#L,((((((t44,((t22,((t51)#H,t40)))#F))#M,(((t19,(t53)#K),(t32)#G),t29)),(#K,(#E,((t34,t14),((t54,(t13)#I))#J)))),((t57,(#S,((t11)#B,t5))),(((t31,(t55,(#A,t59))),t28),t7))),((#P,(((((t15,(#T,((t21)#S,t1))),(((t9,(t36)#A))#T,(#F,(t12,(t17)#C)))),t60),(#R,t3)),((t45,(#N,((t50,t58),((t10,t23),#O)))),#J))),((((t37,(t43,t38)),t42),((#Q,((t39,(t8,t35)),(((t20,t49),t41))#N)))#D),#G))))),(((t24,((#H,(t26,(#I,(t4,(t18)#Q)))),#D)),(((t47,t25),(#M,t48)))#P))#L)","((((((t26,t4),t13),t51),t24),((t25,t47),(t48,t48))),(((t3,t45),(((((t15,t1),((t12,t17),(t36,t9))),t60),(t45,((t32,(t42,(t37,(t38,t43)))),(((t39,t35),t8),t18)))),(((((t40,t22),t44),((t29,(t19,t53)),(t34,t14))),(((((t55,t59),t31),t28),t7),((t5,t21),t57))),(t54,((((t41,t41),(t20,t49)),(t58,t50)),(t10,t23)))))),((t6,(((t2,t30),t16),t27)),((t46,t33),((t52,t56),t11)))))"
