n,r,network_nr,network,gene_tree
40,15,35,"(((d)#C,((u)#L,((i1)#J,v))),((#J,(c1,g1)),(((((((d1)#E,((c)#G,(h,z))),((n)#K,((w,((m1)#O,q)),(#K,(((k,k1))#M,f1))))))#I,(t,(o,((a1)#H,x)))))#D,((((y)#B,(#I,(((s)#A,(#M,l1)),(e,(#D,(#B,f)))))))#N,((b1,(((#L,(#O,(g,(#H,i)))))#F,(m,l))),(((#F,(#C,n1)),(p,(#N,r))),(j1,(((j,h1),(#E,(#A,e1))),((#G,a),b)))))))))","(((((n,(((b1,c),r),f1)),(k,d1)),((b,((s,(g,f)),a1)),h)),(((((p,i1),(e,y)),((l1,l),(j1,g1))),(z,(((h1,j),e1),(d,u)))),(((m,(a,q)),o),(x,((t,k1),(((n1,v),(c1,i)),w)))))),m1)"
40,15,36,"((((((b)#F,((f1)#C,r)))#M,((b1)#G,e1)),((f,(((((h,(((#F,g))#H,l)))#K,(h1,s)))#D,((((i)#J,(#D,j)))#I,q))),(#J,((a)#O,(((x,(z,(#C,m))))#L,k1))))),(#H,((j1)#B,(((v,(((((#G,n1),(#I,o)),(d,p)),i1),((#B,t),(((c1,a1))#A,((d1)#N,g1))))),(#M,k)),((((c)#E,((#K,(#N,l1)),y)),(#A,n)),(((#O,m1),(#E,(#L,w))),(e,u)))))))","((r,(d,l)),((u,((m1,(i,b)),m)),((((((a1,j1),e),p),(g1,(x,j))),h1),((c,((h,(y,w)),(((((i1,l1),(f,g)),q),(((z,f1),b1),e1)),((n,(a,k1)),(o,d1))))),(((s,c1),n1),((v,k),t))))))"
40,15,37,"((((((k,f))#D,((a)#E,j)))#J,(x,(((#D,((((q,(h,c)),((d1,y),(((i)#L,((l1)#I,((n1,(g,b)),(k1,s)))),(((#E,((c1,(((w,(#J,h1)))#F,j1)),(z,o))))#H,((p,(#L,((g1)#A,l))),m))))))#N,(((#F,e))#K,(e1,f1)))))#B,(((((((#A,m1))#G,t))#O,(v,((d)#M,u))))#C,(i1,(#G,(#C,n))))))),(#N,((#B,((#O,a1),(#M,b1))),(#H,(#K,(#I,r))))))","((((m1,(i1,r)),(((t,(v,z)),l1),((((y,l),n),(j,((w,o),(c,i)))),((g,(((g1,x),(q,(u,h))),j1)),d1)))),(((((k1,b),s),(e,(e1,a1))),f1),k)),((((c1,m),(b1,((d,h1),(p,f)))),n1),a))"
40,15,38,"(((((((((v)#E,((((((((c)#C,x))#O,f1))#G,e1))#B,k1)))#A,(#G,o)))#M,((p)#F,r)),((k)#D,((m1,(((t)#I,((#O,(#E,(((((#I,((u,n),a)))#L,(#B,m)))#H,i))),(#A,y))),((d)#K,(b,a1)))),(j,l1)))))#J,(#H,((q,h1),((((((z,h),d1))#N,(c1,(#N,(s,(#M,n1))))),(e,i1)),((#C,(#J,(((#F,(w,g)),(#K,(g1,(f,(#D,l))))),b1))),(#L,j1))))))","((w,(((g,(c,e1)),u),(((k,j),b),(b1,d1)))),((((j1,((z,v),o)),((f1,n1),(((e,h),i),g1))),(p,l)),(((i1,((n,m),x)),(m1,(f,a1))),((q,(h1,r)),((l1,((k1,c1),d)),((y,(s,a)),t))))))"
40,15,39,"((((r,x),((((((a1)#M,n))#K,g1))#O,((b1)#E,(((((e1,w),(p,i1)),(#O,q)))#G,o)))),i),(((((((((((((d1)#F,m))#B,v),((d)#H,k1)),c),(((h,((n1)#N,f)))#I,(a,(#B,l1)))),(#H,y)))#L,j),(#K,(b,(((z,s))#D,e)))),(#E,((m1)#C,j1))),((#L,(((#G,(#I,(#M,(#C,(#D,l))))))#J,(((#F,t),f1),(g,((k)#A,((#N,h1),(#A,c1))))))),(#J,u))))","((((((p,b1),(z,m1)),(j,j1)),((e,v),i1)),(((e1,x),(((n,((s,y),k)),((g1,i),((c,h1),((r,d1),l1)))),((u,l),q))),(b,((f,(a,(c1,f1))),(a1,h))))),((((w,o),t),g),(k1,((d,m),n1))))"
40,15,40,"((((((d1,y))#A,((((((((q)#H,c1))#B,(f1,e1)))#F,(g,(((((#H,l1))#G,(g1,w)))#O,(((((j1)#L,x))#N,(((i,v))#J,(#A,(#G,h1)))),(((#L,a))#M,((t,(#N,(e,n1))),(k1,b1))))))))#C,(#J,((m1)#D,d)))),(#D,(u,((b)#E,((#M,m),p))))))#K,(((a1,l),(((o)#I,n),z)),(#I,(#F,((#C,(#B,k)),(#K,(#E,(((j,(h,((#O,(s,c)),r))),i1),f))))))))","(((g1,y),(((c1,(b1,s)),((c,(j,u)),(b,f))),((h,m),(g,((m1,q),h1))))),(((e,f1),(l,a1)),(((((v,n1),n),(d1,a)),((k,((p,d),t)),((j1,(o,z)),i))),(((r,(x,i1)),l1),((k1,e1),w)))))"
40,15,41,"(((((m1)#D,b),((p)#F,((g1)#B,((k)#O,(i1,((n1,((((v,h1),((o)#K,(b1,((((r)#J,e))#N,j)))))#E,f1)),n)))))),((a1,(((a,((z)#C,x)))#A,m)),(((#N,c),((((((t,w))#M,g),y))#I,(#O,(k1,((c1)#H,(#J,(#C,(#K,(#F,(#A,(#B,f))))))))))),(((i,j1))#G,(l1,(h,((d)#L,e1))))))),(#D,((#G,(#I,(u,(l,s)))),((#E,(#M,d1)),(#H,(#L,q))))))","(((((c1,g),m1),(f1,((t,(z,n)),(e,s)))),((((e1,(p,a1)),(l1,(m,w))),n1),(j1,(i,f)))),((o,g1),((((k1,(b,b1)),((d,x),(a,v))),((l,(k,u)),i1)),((y,q),((c,((h,r),j)),(d1,h1))))))"
40,15,42,"((((((((((((j1,i))#B,g))#M,k1),((((m,i1),c1),((q)#O,x)),h1)))#G,((t,m1),f)),p),((e1,(((((w,g1),((s)#E,y)),(#B,((k)#I,((b)#D,d1)))))#N,(l1,(((v,j))#L,(e,((((f1)#H,r))#A,b1)))))),(((#A,(n,n1)))#C,(#G,(l,(#N,((a)#F,h))))))))#J,(#L,(#M,(#D,(z,(((((#F,(#H,d)))#K,(#C,a1)),(#J,(#O,(o,c)))),(#K,(#E,(#I,u)))))))))","((d,(i,b)),(((j,((m,(k1,(e,a))),((((j1,c),x),i1),(f1,(y,(((k,l),b1),(((d1,u),h1),w))))))),(((s,q),z),(l1,o))),(((f,(a1,g1)),(r,e1)),((m1,(n,((g,v),h))),(c1,(t,(n1,p)))))))"
40,15,43,"(((((((k)#G,x))#H,f1))#B,((((((((((b,g))#D,((((((c)#E,(#B,q)))#F,a))#A,(((b1,d1))#J,j1))))#I,(#H,(#E,(n,(#D,h))))))#L,p),(((((r)#K,s),m1),(g1,e1)),(d,o))))#C,((((v)#N,y))#M,l))),(((u,n1),((j)#O,(((#O,(i,(#J,h1))),(#K,((m,(#I,k1)),f))),c1))),(#G,((#N,t),(#M,(#A,((w,(#L,(l1,((#F,z),i1)))),(e,(#C,a1)))))))))","((((((j1,(g1,n)),((e,m),(d,i))),((i1,x),m1)),((b,d1),u)),(((w,z),((e1,b1),l)),(((a1,y),j),(a,((h,g),((c1,c),r)))))),(((((f1,k),(f,l1)),o),v),(t,((q,(n1,h1)),(p,(k1,s))))))"
40,15,44,"((((((((t)#G,(((((b,e))#O,n))#F,(((s)#M,f1),g1))))#E,(((a)#D,k1),o)),(((#G,h1))#C,(#E,d))))#K,(j1,(#O,(z,((((g,(#K,((w)#I,j))))#L,((m,x),((d1)#B,(((u,f))#H,((e1)#N,(#N,(#H,m1))))))),((#F,(#L,c)),((r,(#B,(c1,(((y,k))#J,l)))),l1))))))),(((#C,q),(((i1,((b1)#A,h)),n1),p)),((#J,(a1,(#M,(#D,(#I,v))))),(#A,i))))","((((c1,(d,(c,b1))),f),((g1,((k,y),j1)),(r,h))),(((((o,((((k1,b),w),d1),(z,p))),((m,n),(v,m1))),u),(((e,a),((e1,(t,(i1,h1))),((q,a1),(g,i)))),l1)),(((f1,(j,(s,x))),n1),l)))"
40,15,45,"(y,(m,(((d1,((l)#A,((((s)#O,z))#G,w))))#N,(((((((m1)#L,(#A,(f,((b1)#I,u)))),(f1,p)),(((e,n1),(#L,(#O,k))),t)))#M,((h)#F,(((#G,(g1,((((r)#C,j1))#B,g))),a1),(#N,((((#C,((b,i),(((v,c1))#J,j))),(((o,x))#K,(#F,((h1)#E,i1)))))#D,a))))),(#D,(c,((((#K,e1),(((#M,(#J,l1)))#H,(#H,(#I,(n,q))))),(#E,(#B,d))),k1)))))))","((((n,f),(w,q)),((((b,b1),e1),(k1,f1)),c1)),(((((h1,(h,s)),(g,z)),(a,c)),(((((n1,j1),(((i1,p),l1),((m,m1),((g1,x),l)))),(d,k)),((((i,e),t),(v,(o,a1))),d1)),(j,u))),(y,r)))"
40,15,46,"((((j1)#O,i),(((((u)#E,s),o))#N,(((g1)#L,((a1)#H,((q)#K,e1))),((((((y)#I,((k1,m1),n1)))#M,(l,l1)),((f1)#A,(v,(((((#O,r))#F,n))#G,h)))),(((b,(((#N,(c1,g)))#D,(#G,x))))#J,k))))),((#A,(#E,(#M,e))),(((((h1,(#F,b1)),(a,i1)))#C,f),((#I,(z,(#D,p))),(#C,(((j,(#L,w)))#B,(((#H,d),(#B,((#J,t),(d1,(#K,c))))),m)))))))","((d1,n1),((((((n,((e,(f,a1)),e1)),((q,((b1,c),t)),((x,(m,(d,(b,r)))),(g,(j1,i1))))),((f1,z),u)),(s,w)),(o,(((y,a),l1),((v,p),h1)))),(((k,l),k1),((((j,i),(h,c1)),m1),g1))))"
40,15,47,"((((n)#J,(((a1,f1))#C,y)),(((((r,f),((o)#N,h)))#H,s),e)),((t)#O,((((((k1,k),((((c)#M,(j,(i1,z))))#G,(#H,g1))))#B,(#B,h1)),(((#N,e1),(((b,a))#K,(#O,(#J,c1)))),(((#K,(((l1)#A,x),((g)#E,w))))#L,d))),(((((#C,((u,(d1,((m)#D,v))),(#L,l))),(#M,m1)))#I,(#A,n1)),(((((#I,j1))#F,p),(#G,(b1,q))),(#F,(#E,(#D,i))))))))","((c,f1),(((e,i),(a1,(d1,((d,j1),(((z,n1),(k1,g)),((((e1,o),((c1,r),s)),n),((w,(f,u)),(m1,b1)))))))),((h1,(i1,q)),(((l1,(a,v)),k),((j,(g1,x)),((y,(t,p)),((m,h),(b,l))))))))"
40,15,48,"((((((((c)#D,g),(m1,i1)))#H,((((((n)#J,(((k,l),l1),(b,((a1)#B,j1)))))#F,j))#C,(((f)#G,((t)#M,(#D,h))),(((((r)#N,(#M,e)),((s)#A,(((((m,f1),(#J,h1)),(#H,(z,w))))#I,(#C,p)))))#E,(d1,e1))))),(((((#I,(u,(n1,(q,c1)))))#L,a))#K,(((#N,(#A,(#G,x))),(#F,((b1)#O,i))),(#B,(#O,(g1,d)))))),(#E,k1)),(#L,(((#K,y),o),v)))","(((((((h,(r,z)),(((e1,(v,f1)),((b,t),s)),((a,j1),(c,(c1,((x,d),p)))))),((i1,d1),(m,f))),(h1,o)),(((i,b1),(q,((e,g1),(l1,w)))),((a1,((y,k),l)),g))),(((n,m1),n1),j)),(k1,u))"
40,15,49,"(((((((k)#L,((h1,((l1)#G,n1)),((((m1)#B,(((((h)#E,(#B,y)))#O,i),((e,(#G,v)),((t)#F,j)))))#H,(r,((d1,w),(#O,(((f,((((c)#M,z))#J,j1)))#C,(#J,(((x)#D,m),((f1)#A,c1)))))))))),(((#C,e1))#N,q)))#K,(#A,(#H,(#L,((k1,s),((a,a1),((u)#I,o))))))),p),(((b,d),(#D,g)),((#I,(#M,(#E,i1))),(g1,(#K,(#F,(#N,((l,n),b1))))))))","((((y,(b,x)),((((k,a1),(e,(b1,o))),(h1,q)),((c,u),(f1,w)))),((r,(((k1,d1),(s,(t,g1))),(v,n))),a)),(((((h,z),(d,((j1,p),e1))),((l1,l),((f,i),j))),((m,g),i1)),(m1,(n1,c1))))"
60,20,50,"(((((c2)#S,((((l)#D,((((i1,l1),o1))#K,s1)))#M,(((((h1)#G,((((e)#A,(#D,i)))#P,m)),(((c,n))#O,((n1)#Q,(#M,((((g,h),q1))#H,p))))))#E,((a2)#I,q)))))#F,(#I,((((((p1)#C,a),(#K,(e1,(k1,r1)))),(f2,m1)))#L,(#H,(#F,r))))),(#E,((f,((((c1,e2),((d,v1),t1)))#B,y1)),((((((a1)#J,(y,(#Q,b2))),(#O,f1)),k),(#J,z)),(#P,((((((#B,(((#S,u))#R,((x,b),g2))))#T,d2),(o,(((t,(#T,v)),w1),((u1)#N,(#A,(#C,(#L,b1))))))),(((s,(w,j)),(z1,x1)),(#G,((g1,h2),j1)))),(#R,(#N,d1))))))))","((((((t1,(v1,((l1,q),h1))),(((n,b2),((n1,r1),g1)),(x,e2))),((e,d1),f)),p),((((i,j1),((u1,v),((d,b1),(u,m1)))),s),((z1,l),((((m,f1),s1),((k,k1),q1)),((a,((x1,z),f2)),(((((r,y),d2),(h2,h)),y1),(p1,c1))))))),((w1,(i1,(t,(w,g)))),((((o,g2),a1),e1),(o1,((c2,c),(b,(a2,j)))))))"
60,20,51,"((((((((((h2,((o)#F,w1)),q1))#P,p),((((b1,w))#A,(#P,((d2)#E,h))),((m)#I,(#F,(((g2)#S,e1),t1))))),((f)#L,((((v)#T,z1),c),(((((o1,((i)#M,x1)))#J,((((c1)#C,b),c2),(#E,((((s1,(j,h1)),k1))#B,l1)))))#D,e2)))))#G,(#D,(g,((#L,l),((#I,(i1,(s,(a2,(#C,(#A,(d1,y))))))),((q,y1),(#S,n))))))),(((b2)#N,((((f2,z))#O,(r1,e)),(((#J,(#N,a1)))#H,(#T,f1)))),u)),(#O,((#B,(#H,(d,((p1)#K,(x,((((((v1)#Q,g1),j1),a))#R,(n1,(#K,r)))))))),(#R,((#M,(#G,(m1,t))),(u1,(#Q,k)))))))","(((((f1,(y1,(x1,e))),(e2,(b1,((a2,k),a)))),((t,z1),((((g1,j),m1),(b,(((y,b2),h),r))),(o1,h2)))),((w1,(((s,g),c2),i1)),((((((l,(c1,e1)),d2),n1),g2),((n,m),d1)),c))),(p,(((o,u),(((j1,u1),((x,t1),r1)),(w,(((h1,(p1,i)),a1),(l1,q1))))),((((k1,s1),((f,v),z)),((f2,d),q)),v1))))"
60,20,52,"(((g)#H,((a2)#P,((((((((((k,((w)#C,(s1,q1))),u1))#O,a1))#B,u))#I,(((o,b2))#E,(e1,(#H,((t1)#G,m1))))),c1),(((((f2)#J,((l1)#M,g2)))#F,((((((((#J,((e)#D,x1)))#T,(#M,((x)#Q,q))),(v1,d)))#L,n1),(#F,((r)#N,(((v,p1))#S,f1)))),(n,(#Q,(#P,(y,o1)))))),(#B,((#C,j),(#D,z1))))))),((((((((j1,l))#A,(i1,w1)),g1),(#E,(((#L,(#N,h1)))#K,(e2,d1)))),z),(#I,((c2,(((t,a),(#A,p)),s)),(((b1,h2))#R,(b,c))))),((#K,(f,k1)),(((#R,y1),(d2,(i,(#G,m)))),(#O,(r1,(#S,(#T,h))))))))","((((f1,r),((((s1,a2),g2),i),((q,((b,m1),a1)),(e,x1)))),((((f,i1),(l,d)),(c2,(z,t))),((((p,e2),(h,((y1,w1),r1))),(g1,((((l1,z1),(a,f2)),o1),((v1,s),h1)))),(b1,c)))),(((((d2,j1),(b2,q1)),(y,(p1,(u1,n1)))),(n,(x,e1))),((g,(o,j)),(c1,(((k,m),((v,u),w)),((d1,(k1,h2)),t1))))))"
60,20,53,"(((((f,((u,((o1)#E,f1)),((t1,o),m))),((z1)#M,y)))#G,(((((((((e2)#H,n1),((p1)#Q,p)))#I,h2))#F,((((g2)#N,((j)#R,i1)))#J,((d1,h),((((a2)#A,j1))#L,w1)))))#B,(((#R,(((((((n)#S,(#J,e)),c1),(#M,y1)),(#B,(#L,q1))))#D,((#Q,l1),(#G,((x1)#P,c))))),(#D,((z,(#I,i)),(((#A,a1),m1),(d2,q))))),(((((a,r1),(((f2)#O,(((#F,(#S,(c2,v))))#T,(k,(#H,(d,v1))))),((w,k1),(#T,h1)))),(l,((s1)#K,b))))#C,(((((g,b1),(t,b2)),(#N,(#E,e1))),(r,(#O,u1))),(s,(#C,(#K,x)))))))),(#P,g1))","((z,(((q1,i1),(x1,(b2,p1))),((v,e1),y1))),(((((w,((m,j),b)),(l1,(b1,(o1,((d1,(t1,x)),r1))))),n1),(((u,o),s1),((((i,h),c2),(k1,g2)),((r,(l,v1)),(((s,e),w1),(m1,(y,f2))))))),((a2,(((d,j1),((((a,(p,e2)),c1),f),u1)),(d2,g1))),(((t,h2),(f1,((k,(g,h1)),((q,(a1,n)),z1)))),c))))"
60,20,54,"((((((((n1)#S,(((q1,m1))#C,g2)),((y)#R,((u1)#A,(((x)#H,z),g1)))))#M,(b,(#S,((f1)#F,((((#A,((((m,u))#O,q),r1)))#N,(#O,(((((i1)#G,((s1,((t)#J,a2)),(e1,(#N,f)))),(((g)#E,n),((#R,v1),((j1)#Q,(w1,t1))))))#D,h1))),((f2,a1),(((#G,c1))#L,(((#L,d))#I,o1)))))))))#P,(#D,i)),(((((x1,k1),e))#T,(((((h,l),((#I,(j,(c2,((d2)#B,c)))),(#E,((#Q,w),(#B,(b2,(#C,(#H,(((k,z1))#K,e2))))))))),p1),((y1,(#T,h2)),(#K,(#J,s)))),(b1,(l1,(#P,o))))),(((p,a),d1),((#F,r),(#M,v)))))","(((((o1,(m1,k1)),h),((q1,e1),x)),((c2,d),(e2,c))),((((c1,(((a1,s),(((t,v1),u1),r)),((g1,u),h2))),(((w,((v,f),(l1,y))),r1),(((o,y1),g),(d1,a2)))),(((i1,(e,k)),d2),(((f2,q),((j1,b2),(t1,(h1,((w1,i),g2))))),(b,(l,p))))),((a,x1),((((f1,z1),(n1,(j,(p1,(s1,z))))),(m,b1)),n))))"
60,20,55,"(((((((((q,j1))#T,l1))#N,(#N,(((z,i1))#C,(((((h,(x1,e2)))#K,((y,((m)#B,v1)),g)))#Q,((j,((d2)#A,(((c2,y1))#O,i))),(((((((r)#J,f2))#R,h2),f1),((k1)#M,k)),((e1)#L,a2))))))),((s1,o1),((x,d1),(#O,((g2)#D,q1))))),(((n,a),(#K,(#M,b1))),h1)))#I,(((#Q,(#C,(m1,u))),(#L,(#T,((a1)#P,(l,t))))),((((d,((((f)#G,(s,(((e,((u1)#E,(#I,c1))))#S,(#P,(#E,b))))))#H,(#S,w))),((p1,(#D,(#J,z1))),p)),(((r1,(#R,v)))#F,w1)),((#G,((#A,(#F,(g1,o))),(#B,t1))),((c,(#H,b2)),n1)))))","(((((((g,c1),h2),(f1,(z,n))),(h,s1)),((v1,y),(z1,x))),(((((a1,p1),(j1,q)),(x1,f2)),g2),(u1,(o,((r1,t),d))))),((r,(((((l,(e2,c)),(l1,(y1,s))),((((d1,(p,d2)),t1),(k1,n1)),(g1,o1))),(((b2,(i,(b1,b))),f),v)),((i1,(u,e)),(((q1,(w,((a,c2),m1))),w1),(m,(k,j)))))),((e1,a2),h1)))"
60,20,56,"(((((((((l)#O,((o1)#F,(q,d))))#B,((#F,(#O,w1)),v)))#T,((((s1)#K,((i)#D,a)),e),h)),((c)#L,(((z)#E,(f2,((i1,h2),o))),((g2)#C,(((x1,((c2)#H,(y1,w))))#P,t1))))),((c1)#I,(e1,((((r,((b)#A,u)),((((q1,(#D,t)))#R,(f,(#A,z1))),((((((y)#J,(#I,k)))#M,g))#S,(#H,(#B,(b1,j1)))))),(s,(k1,n))),(#P,e2))))),(((#E,(((b2,(#R,m)))#Q,((#S,p1),(#K,(#T,(#J,p)))))))#N,(v1,(((r1,(#C,((a2,g1),u1))),((((#Q,j),(f1,h1)))#G,l1)),((((d2,d1),((#N,n1),(#G,(#L,a1)))),(#M,m1)),x)))))","(((((((((((e2,v1),(d1,t1)),(r,e)),((f1,m1),((m,e1),i))),(y1,j1)),(d,((w1,a),h1))),(i1,l1)),((((p1,(n,w)),(l,g1)),(b1,p)),(((b2,g),k1),o))),(((s,c),(c2,a2)),y)),((u1,h),z)),(((((f2,(f,k)),d2),(o1,(r1,(q,(x1,(x,g2)))))),(((((h2,z1),b),((v,s1),q1)),c1),t)),((j,n1),(a1,u))))"
60,20,57,"(((((t)#N,j))#D,(((#N,d))#E,(((d1)#L,(((v)#C,((((o)#R,d2))#B,x)),(((((k1)#S,o1),((k)#T,(((i,((g,(h,g2)),((c2)#F,((((m1,i1),f2))#A,((((a,l1),n))#O,(((c)#I,(((#O,((((f)#K,s1),(#B,j1)),(#K,((q,(#T,x1)),(#S,a1))))))#H,((#R,u1),q1))),(#C,(n1,b1)))))))))#G,r1))),((((#D,s))#P,(#F,v1)),(f1,z1))),((((z)#J,(#L,a2)))#M,(#I,h2))))),(#H,(t1,m))))),((((p,h1),y),((((w1,y1),(p1,(#M,u))))#Q,((#G,(((#A,e2),(#J,c1)),(e,(l,(#E,b))))),b2))),(#P,(#Q,(e1,(w,(g1,r)))))))","(((((p1,s1),(e2,a1)),((((l1,(f,v1)),(o,m1)),o1),t)),(((((c,(k1,a2)),((b1,(s,r)),(((c2,w1),(d1,h1)),(z1,(x,a))))),(w,(e,g1))),(((v,k),((b,u1),(j,y1))),(((((x1,i1),(d,(q,p))),((y,(f1,(l,j1))),g2)),c1),(((i,((q1,(d2,e1)),h2)),(((b2,u),g),m)),(h,(r1,(t1,n))))))),n1)),(z,f2))"
60,20,58,"(((((((h2)#F,((v)#B,((((j1,p1),((((f)#L,i))#Q,e2)))#I,((w1)#R,(((#R,x))#J,x1))))))#C,(((((o1,b1))#A,(((m1)#S,n1),t1)))#K,(f1,((b2,l1),d1)))))#O,g),((w)#D,(((((f2,c),y1),((#D,(#I,(((((g1,g2),(#F,h)),((o,n),((t)#M,(c1,(((#C,(#K,z)))#H,((d)#T,l)))))))#G,r1))),(#Q,(((d2,e))#N,(((((#B,(#N,e1)),(#M,(y,p))),k))#P,(r,(((#S,a2))#E,j))))))),(#H,k1)),(#A,(((a,s1),(#P,(((h1,(#L,z1)),b),(u1,(#J,s))))),(((a1,(#T,(q,(#G,(u,c2))))),(#E,(m,(#O,q1)))),(v1,i1)))))))","((m1,(((f1,b1),g1),(((d2,g2),((r,l),x)),(y1,(r1,b2))))),((((c1,(y,q1)),((h1,d),((v,a2),e2))),((((g,l1),h2),(d1,(f,w1))),(n,(o,((((p,s1),((k1,f2),t)),(p1,x1)),(t1,w)))))),((((((s,v1),u),(m,i1)),(z,(o1,c))),(c2,(((k,a),j1),(e,q)))),((a1,((j,(b,i)),(((h,u1),e1),z1))),n1))))"
60,20,59,"((a,((r1)#N,((((((l1)#D,((g1,g),((((z)#K,a2))#L,k))),(((h1)#I,((s,(w1,(#I,p))),(n1,((j1,f1),j)))),(((((#N,f2))#R,(#D,w)))#M,e1))))#S,((s1)#C,(#K,x1))),(((z1)#H,(((o1,p1))#P,i1)),(((b1,((c1)#Q,(((#S,h))#T,b2))),d2),q1))))),((#T,(((o,(u,t1)))#E,(m,((#L,(#E,(y1,a1))),((x)#J,((k1)#A,v1)))))),(((#R,(#H,((h2)#G,(t,q)))))#O,((((((#O,((d1,((d)#F,(u1,(#G,(#Q,y))))),((m1)#B,((#M,g2),b)))),r),(c2,(#F,((#B,(e2,i)),l)))),f),(#C,((#J,e),(#P,(#A,n))))),(v,c)))))","(((t,h1),((((((l,c),a1),w1),((i,(q1,n1)),t1)),(((o1,n),h),(((x1,r),g),(y1,i1)))),(((z1,e),b1),a2))),(((((r1,e1),f),((((v1,v),(c1,m1)),(b2,h2)),d)),(((p,c2),p1),((d2,(g2,j)),l1))),(((((j1,(m,o)),(((s,(b,x)),g1),z)),((d1,(q,u)),(e2,y))),((((s1,u1),(w,f1)),k),a)),(k1,f2))))"
60,20,60,"((n1,((l)#M,((((x,(((((((b2)#R,x1),p))#T,((((((((t)#E,((j1,((s1)#L,a1)),i)),((d1)#K,a2)))#D,(((k,(((((#E,r))#Q,g2))#P,(u1,q1))))#I,t1)))#G,(g1,e)),((w)#C,m))))#J,((n)#S,a))),u))#H,(#L,((d2)#A,v))))),((#J,((((y)#N,((#T,(#M,(#N,(#G,(((#P,c2),r1),(o1,c1)))))),((g,(l1,(h,o))),(#K,(#C,s))))))#B,((i1,(#A,(z1,w1))),((z,((q)#F,e1)),(((f,(f1,(#B,(#Q,d)))),((p1,(#I,e2)),j)),((c,(((b1,(#S,(h2,b))))#O,v1)),h1)))))),((#D,(#R,(#H,(#F,(#O,(f2,(k1,y1))))))),m1)))","(((((s1,p),(m1,(s,t))),(((((r,l),z),((x1,f),(u1,((p1,h1),v)))),(((c1,i),(e,i1)),(e1,a2))),(c2,(h2,((f1,(x,d)),b))))),((((n,k1),(((b2,((q1,d2),w1)),w),b1)),(g2,(h,j1))),n1)),(((((d1,(((q,v1),u),a1)),o),(g1,(f2,(l1,y)))),j),(g,((t1,(k,o1)),(((m,(c,(y1,z1))),e2),(r1,a))))))"
60,20,61,"(((((k1)#J,j))#P,((((m1,(d2,n1)),(c2,(((((((h,d1))#F,l))#A,(z,h1)))#L,b1))),(((e1,((w1)#H,s)))#G,((((y)#C,((((r)#R,(a2,((o1)#S,y1))))#O,b2)),f1),((((d,(x1,g2)),(r1,g)),((u1)#K,(((q)#T,(#C,(p1,n))),c1))),s1)))),(((#G,(#T,(#O,o))))#Q,((((i1,((w)#D,q1)))#E,e2),((k,h2),((a1,u),i)))))),(((((l1)#M,t),(#A,(#L,(#E,(z1,(#R,t1)))))),((#S,(#J,((#M,c),(f,(#H,((v)#N,e)))))),(((#Q,((m,(#P,x)),b)))#B,((#K,a),(#F,v1))))),(#N,(((#B,g1))#I,(p,(#I,(f2,(#D,j1))))))))","((m,(((w,j1),j),q1)),((((b,(x,e2)),h1),((v1,((g2,((((p,z),f),(r,q)),p1)),(o1,(s1,(f1,v))))),(c2,i))),(((a2,(((d1,(h,w1)),y1),((d2,e1),((u,k),r1)))),(l1,(l,c1))),((((b2,n),(t,y)),((g1,m1),(g,x1))),(((d,i1),(k1,f2)),(((((s,h2),((t1,z1),e)),(a,n1)),(o,((u1,a1),c))),b1))))))"
60,20,62,"((((((u1,n))#J,((((((l,z1),c))#D,r),(((((((d1,e1))#E,r1))#T,p))#C,k)),((((y)#B,s))#R,((g)#G,(#R,d))))),((v1,q1),((i)#M,((n1,q),(#E,(((((e2)#L,b),(((f,i1))#K,(((#D,o1))#Q,((k1)#O,(a1,h2))))))#N,j1)))))),(x,(#G,(((((w1,((((((t,((m)#A,(#L,o))),(((#T,(#O,h)))#H,(((u,f1),(g1,g2)),v))))#F,(#K,(#A,l1))))#I,h1)),w),(b1,m1)),(#N,(((t1,j))#P,f2))),(#M,((#B,(#Q,((#C,b2),(x1,(#J,p1))))),z)))))),((s1,(#H,((e)#S,a))),((c2,(#F,y1)),((c1,(#I,a2)),(#P,(#S,d2))))))","(((l1,(i,c1)),(d2,((((g,(x1,c)),(m1,h2)),(e2,y1)),((q,x),f)))),(((v,((((m,c2),f1),(((a,e1),f2),((j1,b),s1))),(n,g2))),((z,p1),(r1,(t1,((i1,(a2,q1)),k1))))),((v1,(d,d1)),((y,(((h1,(r,w)),(t,u)),(w1,(((h,g1),(k,o1)),(s,b2))))),(((a1,(u1,n1)),(b1,(p,j))),((o,z1),(e,l)))))))"
